age	sex	party	party guess	race	ethnicity	precinct	prop value	voted 2010	voted 2011	voted 2012	voted 2013	voted 2014	voted 2015	voted 2016	voted 2017	voted 2018	voted 2019	voted 2020	voted 2021
49	M	D	D	WHITE	BRITISH	4	570.0	True	False	False	False	False	False	True	False	True	False	False	False
44	F	D	D	WHITE	EASTEUROPEAN	5											False	False	False
62	F	D	D	WHITE	BRITISH	5	760.0		False	False	False	False	True	False	False	True	True	True	True
67	F	D	D	WHITE	JEWISH	3	690.0	False	False	False	True	True	True	False	False	False	False	False	False
68	F	U	R	WHITE	ITALIAN	2	540.0	False	False	False	False	False	False	False	False	False	False	False	False
48	M	D	D	WHITE	BRITISH	2	540.0								False	False	False	False	False
52	M	U	D	WHITE	JEWISH	2	780.0	False	False	False	False	False	False	False	False	False	False	False	False
20	F	U	D	WHITE	MUSLIM	4	720.0									False	False	False	False
65	U	D	D	WHITE	HISPANIC	2	550.0				False	False	False	False	False	False	False	False	True
22	F	D	D	WHITE	HISPANIC	3	550.0										False	False	False
63	F	D	D	WHITE	BRITISH	1		False	False	False	False	False	False	False	False	False	False	False	False
30	F	U	D	BLACK	BRITISH	5	400.0	False	False	False	False	False	False	False	False	False	False	False	False
62	M	U	D	WHITE	JEWISH	2	830.0	False	False	False	False	True	False	False	False	False	False	False	False
23	F	U	D	WHITE	JEWISH	5	740.0										False	False	False
50	F	R	R	WHITE	JEWISH	4	430.0	False	False	False	False	True	False	False	False	False	False	False	False
70	M	U	D	WHITE	BRITISH	2	840.0	True	False	False	False	True	False	True	False	False	False	False	False
62	F	U	R	WHITE	EASTEUROPEAN	2	500.0				False	False	False	False	False	False	False	False	False
19	M	U	U	UNKNOWN	JEWISH	2	810.0											False	False
63	F	U	D	WHITE	BRITISH	1	620.0	False	False	False	False	False	False	False	False	False	False	False	False
55	F	U	D	WHITE	EASTASIAN	4	500.0					False	False	False	False	False	False	False	False
52	F	D	D	WHITE	BRITISH	3	710.0	False	False	False	False	False	False	False	False	False	False	False	False
45	U	U	D	ASIAN	INDIANSUBCONTINENT	2	900.0											False	False
80	F	U	R	WHITE	HISPANIC	4	560.0	False	False	False	False	True	False	False	False	False	False	False	False
24	F	U	R	WHITE	ITALIAN	5	560.0							False	True	False	False	False	False
28	M	D	D	WHITE	JEWISH	5	550.0								False	False	False	False	False
48	F	D	D	WHITE	BRITISH	4	400.0	False	False	False	False	False	False	False	False	False	True	False	True
44	M	D	D	WHITE	BRITISH	3	450.0	False	False	False	False	False	False	False	False	True	True	True	True
43	M	U	D	WHITE	BRITISH	1	480.0										True	False	True
23	M	D	D	WHITE	BRITISH	2	770.0								False	False	False	False	False
52	F	D	D	WHITE	FRENCH	1	680.0	False	False	False	False	False	False	False	False	True	True	False	True
68	F	U	D	WHITE	NORDIC	5	620.0	True	False	False	False	False	False	False	False	False	True	False	False
83	M	U	D	WHITE	BRITISH	3	620.0	True	False	False	False	True	False	True	False	False	True	True	False
62	M	U	R	WHITE	BRITISH	1	580.0	False	False	False	False	True	False	True	True	True	False	False	False
74	M	U	D	WHITE	JEWISH	5	530.0	False	False	False	False	False	False	False	False	False	True	True	False
86	M	U	D	WHITE	JEWISH	2	850.0	False	False	False	False	False	False	True	False	False	True	True	False
27	F	U	D	WHITE	JEWISH	2	580.0					False	False	False	False	False	True	True	True
58	M	U	D	WHITE	BRITISH	1	1000.0	False	False	False	False	False	False	False	False	False	True	False	False
75	M	U	D	WHITE	AFRICANS	2	470.0	False	False	False	False	False	False	False	False	False	False	False	False
34	M	U	U	WHITE	BRITISH	3	640.0				False	False	False	False	False	False	False	False	False
85	F	U	D	WHITE	JEWISH	1	210.0	False	False	False	False	False	False	False	False	False	False	False	False
56	F	R	R	WHITE	FRENCH	5	480.0	False	False	False	False	False	False	False	False	False	False	False	False
59	M	D	D	WHITE	BRITISH	3	590.0	True	False	False	False	False	False	False	False	False	False	False	False
59	F	D	D	ASIAN	INDIANSUBCONTINENT	5	390.0	False	False	False	True	False	False	False	False	False	False	False	False
78	F	R	R	WHITE	BRITISH	5	560.0	False	False	False	False	False	False	False	False	False	False	False	False
42	F	U	D	WHITE	BRITISH	4	510.0	True	False	False	False	True	False	True	False	True	True	True	True
38	U	D	D	UNKNOWN	EASTASIAN	5	470.0												
52	F	U	D	WHITE	BRITISH	3	840.0	False	False	False	False	True	False	False	False	False	False	False	False
54	U	U	U	ASIAN	EASTASIAN	4	520.0											False	False
61	F	D	D	WHITE	FRENCH	5	470.0	False	False	False	False	False	False	False	False	False	False	False	False
34	F	U	D	HISPANIC	HISPANIC	1												False	False
19	F	D	D	UNKNOWN	BRITISH	4	860.0												False
63	F	U	D	WHITE	BRITISH	3	670.0	True	False	False	False	False	False	False	False	False	True	False	False
64	M	D	D	WHITE	EASTEUROPEAN	3	420.0	False	False	False	False	False	False	True	True	True	True	True	True
45	M	D	D	BLACK	BRITISH	5	470.0												False
52	F	U	D	WHITE	HISPANIC	5	730.0	False	False	False	False	False	False	True	True	True	False	False	False
42	M	U	U	UNKNOWN	JEWISH	4	590.0												False
20	M	U	D	WHITE	BRITISH	4	500.0											False	False
77	M	D	D	WHITE	JEWISH	3	540.0	True	False	False	False	False	False	False	False	False	True	False	False
75	M	U	U	WHITE	BRITISH	1	490.0	True	False	False	False	False	False	False	False	False	False	False	False
44	M	U	U	WHITE	JEWISH	3	690.0											False	False
56	U	U	D	ASIAN	EASTASIAN	5	630.0	True	False	False	False	False	False	False	False	False	True	True	True
60	F	U	R	WHITE	BRITISH	5	350.0	False	False	False	False	False	False	False	False	False	False	False	False
54	M	D	D	WHITE	BRITISH	4	920.0	False	False	False	True	True	True	True	True	True	True	True	True
34	M	U	U	UNKNOWN	JEWISH	5	470.0												
56	M	U	U	WHITE	BRITISH	4	510.0										False	False	False
19	U	U	U	BLACK	BRITISH	4	460.0												False
27	F	U	U	UNKNOWN	HISPANIC	4	720.0												False
58	U	U	U	WHITE	MUSLIM	4	540.0								False	False	False	False	False
44	F	U	U	UNKNOWN	BRITISH	3	840.0												
32	M	U	U	WHITE	BRITISH	5	400.0									False	False	False	False
36	F	D	D	WHITE	AFRICANS	5	700.0						False	False	False	False	False	False	False
79	M	U	D	WHITE	BRITISH	4	410.0	True	False	False	False	True	False	True	True	True	False	False	False
23	F	U	U	WHITE	BRITISH	5	860.0											False	False
30	F	D	D	UNKNOWN	BRITISH	5	460.0												
71	M	U	D	WHITE	BRITISH	5	530.0	False	False	False	False	False	False	False	False	False	False	False	False
85	M	D	D	WHITE	BRITISH	3	500.0	False	False	False	True	False	False	True	False	False	False	False	False
62	M	D	D	WHITE	JEWISH	1	420.0	False	False	False	False	False	False	False	False	False	True	True	False
23	M	D	D	WHITE	BRITISH	2	680.0								False	False	False	False	True
52	M	R	R	WHITE	BRITISH	2	1000.0	False	False	False	True	True	True	True	True	True	True	True	True
60	F	U	R	WHITE	BRITISH	2	520.0	False	False	False	False	False	False	True	True	False	False	True	False
51	F	U	D	WHITE	EASTEUROPEAN	1	210.0	False	False	False	False	False	False	False	False	False	False	False	False
49	M	D	D	ASIAN	INDIANSUBCONTINENT	2	710.0				False	False	False	False	False	False	True	False	False
55	U	U	D	WHITE	INDIANSUBCONTINENT	2	940.0			False	False	False	False	False	False	False	True	False	False
42	F	U	U	UNKNOWN	INDIANSUBCONTINENT	2	890.0												
67	F	U	U	WHITE	BRITISH	1		False	False	False	False	False	False	False	False	False	False	False	False
55	M	U	D	WHITE	JEWISH	5	790.0	False	False	False	False	False	False	False	False	False	False	False	False
72	M	D	D	WHITE	BRITISH	4	480.0				False	False	False	False	False	False	False	False	False
62	F	D	D	WHITE	AFRICANS	3	910.0	True	False	False	False	False	False	False	False	False	False	False	False
56	M	U	R	WHITE	BRITISH	5	480.0	False	False	False	False	False	False	False	False	False	False	False	False
52	U	D	D	ASIAN	EASTASIAN	2	590.0					False	False	True	False	False	True	False	False
72	F	U	D	WHITE	JEWISH	4	710.0	False	False	False	False	True	False	False	False	False	False	True	False
67	M	U	R	WHITE	BRITISH	2		True	False	False	False	True	False	False	False	False	False	False	False
45	U	U	R	ASIAN	EASTASIAN	3	670.0							False	False	False	False	False	False
44	M	U	U	WHITE	BRITISH	2	1000.0											False	True
71	F	U	D	WHITE	BRITISH	1	420.0	False	False	False	False	False	False	False	False	False	False	False	False
39	M	D	D	ASIAN	EASTASIAN	3	550.0	False	False	False	False	False	False	False	False	True	True	False	True
63	F	D	D	WHITE	JEWISH	1	420.0	False	False	False	False	False	False	False	False	False	True	True	False
58	M	D	D	WHITE	BRITISH	4	790.0	False	False	False	False	False	False	False	False	False	False	False	False
75	F	U	D	WHITE	BRITISH	1	500.0	True	False	False	False	True	False	True	False	True	True	False	False
59	F	U	D	WHITE	BRITISH	1	600.0	False	False	False	False	True	True	True	False	True	True	True	True
67	M	R	R	WHITE	ITALIAN	2	800.0	False	False	False	False	True	False	False	False	False	False	False	False
71	F	U	D	WHITE	JEWISH	4	670.0	False	False	False	False	False	False	False	False	False	False	False	False
71	F	U	D	WHITE	BRITISH	3		False	False	False	False	True	False	False	False	False	False	False	False
55	M	R	R	WHITE	BRITISH	4	420.0	False	False	False	False	False	False	False	False	False	False	False	True
67	M	D	D	WHITE	JEWISH	4	630.0	False	False	False	False	True	False	True	False	True	False	True	True
30	F	D	D	WHITE	EASTEUROPEAN	5	890.0	False	False	False	False	False	False	False	False	False	False	False	False
42	F	U	U	WHITE	BRITISH	2	720.0	False	False	False	False	False	False	False	False	False	True	False	True
62	F	D	D	WHITE	HISPANIC	5	600.0	False	False	False	False	False	False	False	False	False	False	False	False
54	F	D	D	WHITE	BRITISH	4	520.0	True	False	False	False	False	False	True	True	True	True	False	False
59	F	U	D	WHITE	JEWISH	3	610.0	False	False	False	False	False	False	False	False	False	False	False	False
67	M	U	D	WHITE	BRITISH	1		True	False	False	False	False	False	False	False	False	False	False	False
58	U	U	D	BLACK	BRITISH	3	660.0	False	False	False	False	False	False	False	False	False	False	False	True
52	M	U	U	UNKNOWN	HISPANIC	3	490.0												False
22	F	U	U	WHITE	BRITISH	5	870.0												False
53	M	U	D	WHITE	BRITISH	2	800.0	False	False	False	False	False	False	False	False	False	False	False	False
23	M	U	D	WHITE	BRITISH	4	1050.0								False	False	False	False	False
25	U	U	U	BLACK	BRITISH	4	800.0												False
65	M	D	D	WHITE	JEWISH	2	480.0	False	False	False	False	False	False	True	False	False	False	False	False
55	F	D	D	WHITE	EASTASIAN	5	390.0	False	False	False	False	False	False	False	False	False	False	False	False
66	F	D	D	WHITE	BRITISH	2	420.0	False	False	False	False	False	False	False	False	False	False	False	False
34	M	R	R	WHITE	BRITISH	5	400.0											False	False
45	M	D	D	WHITE	BRITISH	4	410.0	False	False	False	False	False	True	False	False	False	False	False	False
32	F	U	U	UNKNOWN	ITALIAN	3	500.0												
43	F	D	D	WHITE	BRITISH	4	480.0	False	False	False	False	False	False	False	False	False	False	False	False
48	F	U	U	WHITE	BRITISH	2	880.0								False	False	False	False	False
63	F	U	D	WHITE	BRITISH	5	400.0	True	False	False	False	False	False	True	False	True	True	False	False
72	M	U	U	WHITE	BRITISH	4	540.0	False	False	False	False	False	False	False	True	False	False	False	False
45	M	U	D	WHITE	JEWISH	5	400.0	True	False	False	False	False	False	False	False	True	False	False	False
71	F	U	D	WHITE	FRENCH	4	610.0	False	False	False	True	False	True	True	False	False	False	False	False
19	M	U	U	UNKNOWN	BRITISH	2	660.0											False	False
49	M	U	R	WHITE	BRITISH	5		False	False	False	False	False	False	True	True	False	False	False	False
56	M	U	R	WHITE	BRITISH	4	680.0	False	False	False	False	False	False	False	False	False	False	False	False
58	M	R	R	WHITE	BRITISH	5		False	False	False	False	False	False	False	False	False	False	False	False
24	M	D	D	WHITE	BRITISH	3	840.0								False	False	False	False	False
19	M	D	D	WHITE	BRITISH	2	1080.0									False	False	False	False
20	M	U	U	UNKNOWN	JEWISH	3	490.0												False
61	F	D	D	WHITE	BRITISH	1	630.0	True	False	False	False	False	False	False	False	False	False	False	False
19	M	U	D	WHITE	BRITISH	2	780.0											False	False
51	M	U	U	WHITE	BRITISH	3	450.0	False	False	False	False	False	False	False	False	False	False	False	False
50	F	U	D	WHITE	BRITISH	1	520.0	False	False	False	False	False	False	True	True	True	False	True	True
41	M	R	R	WHITE	BRITISH	3	820.0	False	False	False	False	False	False	False	False	False	False	False	False
64	F	D	D	WHITE	INDIANSUBCONTINENT	4	830.0	False	False	False	False	True	False	True	False	False	False	False	False
32	M	D	D	WHITE	BRITISH	3	760.0	False	False	False	False	True	False	False	False	False	False	False	False
64	F	U	U	WHITE	BRITISH	5		False	False	False	False	False	False	False	False	False	False	False	False
20	F	D	D	WHITE	JEWISH	3	650.0											False	False
52	M	U	D	WHITE	JEWISH	3	760.0	False	False	False	False	False	False	False	False	False	False	False	False
80	M	U	D	WHITE	JEWISH	3	630.0	False	False	False	False	False	False	False	False	False	False	False	False
60	M	D	D	WHITE	BRITISH	4	920.0	False	False	False	True	True	True	True	True	True	True	False	False
64	U	U	R	ASIAN	EASTASIAN	1	890.0	False	False	False	False	False	False	False	False	False	False	False	False
69	M	U	D	WHITE	JEWISH	4		False	False	False	False	False	False	False	False	False	False	False	False
66	F	U	D	WHITE	BRITISH	3	510.0	False	False	False	False	False	False	True	False	False	False	False	False
67	M	D	D	WHITE	BRITISH	4	680.0	True	False	False	False	False	False	False	False	True	True	True	True
38	M	U	U	WHITE	BRITISH	5	440.0				False	False	False	False	False	False	False	False	False
49	U	U	U	ASIAN	EASTASIAN	3	440.0				False	False	False	False	False	False	False	False	False
41	M	U	D	WHITE	BRITISH	4	690.0		False	False	False	False	False	False	False	True	True	False	True
44	F	U	D	WHITE	BRITISH	4	800.0	False	False	False	False	False	False	False	False	False	False	False	False
43	M	D	D	BLACK	MUSLIM	5	440.0						False	False	False	False	False	False	False
42	M	U	D	WHITE	BRITISH	4	480.0	False	False	False	True	True	False	True	True	True	True	True	True
20	M	R	R	UNKNOWN	EASTEUROPEAN	3	700.0												False
71	F	U	U	UNKNOWN	EASTEUROPEAN	1													
65	M	U	D	WHITE	BRITISH	5	530.0	False	False	False	False	False	False	False	False	False	False	False	False
53	F	U	D	WHITE	BRITISH	3	520.0	True	False	False	True	False	True	True	True	False	True	True	False
35	F	D	D	BLACK	BRITISH	4	440.0				False	False	False	False	False	False	False	False	False
30	F	U	U	UNKNOWN	BRITISH	2	520.0												
60	M	U	D	WHITE	BRITISH	4	600.0	False	False	False	False	True	False	True	False	True	True	False	False
75	M	U	D	WHITE	BRITISH	1	540.0	True	False	False	False	False	False	False	False	False	True	True	True
30	F	U	D	WHITE	JEWISH	4	380.0				False	False	False	False	False	False	False	False	False
47	U	U	U	UNKNOWN	INDIANSUBCONTINENT	2	1050.0												
47	F	D	D	ASIAN	INDIANSUBCONTINENT	1	700.0	False	False	True	False	False	False	False	False	True	True	True	True
29	F	U	R	WHITE	BRITISH	5	390.0			False	False	False	False	False	False	False	False	False	False
19	F	U	U	UNKNOWN	BRITISH	2	780.0												False
51	M	U	U	WHITE	BRITISH	5	420.0						False	False	False	False	False	False	False
43	M	D	D	WHITE	BRITISH	2	760.0	False	True	False	False	False	False	False	False	False	True	False	True
51	F	D	D	WHITE	BRITISH	4	570.0	False	False	False	True	False	True	True	False	True	True	False	False
59	U	D	D	ASIAN	EASTASIAN	5	660.0	False	False	False	False	False	False	False	False	False	False	False	False
53	M	U	R	WHITE	EASTASIAN	4	490.0	False	False	False	True	False	False	False	False	False	False	False	False
18	M	U	U	UNKNOWN	EASTASIAN	2	670.0											False	False
27	M	U	D	WHITE	BRITISH	4	560.0				True	False	False	False	False	False	False	False	False
66	F	R	R	WHITE	JEWISH	3	800.0	False	False	False	False	False	False	False	False	False	False	False	False
66	F	U	D	WHITE	BRITISH	3	510.0	False	False	False	False	True	False	False	False	False	False	False	False
57	F	D	D	WHITE	JEWISH	2	710.0	False	False	False	False	False	False	False	False	False	True	False	False
63	M	U	D	WHITE	BRITISH	2	660.0							False	False	False	False	False	False
66	M	R	R	ASIAN	NORDIC	1	1140.0	False	False	False	False	False	False	False	False	False	False	False	False
47	M	D	D	WHITE	BRITISH	4	460.0	False	False	False	False	False	False	False	False	False	False	False	False
34	F	D	D	WHITE	ITALIAN	5	460.0				False	False	False	False	False	False	False	False	False
65	M	D	D	WHITE	BRITISH	4	510.0	True	False	False	False	False	False	False	False	False	False	False	False
67	F	U	D	WHITE	BRITISH	4	440.0	False	False	False	False	True	False	True	False	True	True	False	False
55	F	U	D	WHITE	JEWISH	4	610.0	False	False	False	False	False	True	True	False	True	True	False	True
23	M	D	D	WHITE	BRITISH	1	520.0								True	False	False	False	False
58	F	D	D	WHITE	GERMANIC	5	500.0	False	False	False	True	False	False	False	True	False	True	False	False
64	F	D	D	WHITE	BRITISH	5	440.0	False	False	False	False	False	False	False	False	False	False	True	False
20	F	U	R	ASIAN	JEWISH	3	400.0											False	True
46	M	U	U	WHITE	JEWISH	5									False	False	False	False	False
44	U	D	D	WHITE	ITALIAN	3	420.0				False	False	False	True	False	True	True	True	True
41	U	D	D	ASIAN	MUSLIM	4	720.0	False	False	False	False	False	False	False	False	False	False	False	False
67	M	D	D	WHITE	BRITISH	2	890.0	True	False	False	False	False	False	False	False	True	False	False	False
48	U	D	D	WHITE	BRITISH	2	440.0								False	False	False	False	False
45	F	D	D	WHITE	JEWISH	2	710.0				False	False	False	False	False	False	False	False	True
72	M	U	D	WHITE	ITALIAN	4	750.0	False	False	False	False	False	False	False	False	True	True	True	True
